X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5598,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.575,15.2507,0,0,,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5522,15.2521,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5524,15.2452,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5535,15.2453,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.559,15.2526,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5523,15.2527,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5861,15.2581,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5861,15.2581,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5861,15.2581,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5861,15.2581,0,0,,,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-GABBRO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
